"customer_id","customer_name","customer_segment","order_id","order_date","shipping_city","shipping_state","shipping_country","shipping_region","shipping_postal_code","shipping_mode","shipping_date","order_details_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","product_id","product_name","product_category","product_subcategory","product_manufacturer"
"309","Greg Guthrie","Corporate","CA-2018-131807","2018-10-05 00:00:00","Chico","California","United States","West","95928","Standard Class","2018-10-10 00:00:00","6874","4","0","4","0.26","16","862","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","Office Supplies","Appliances","Hoover"
"186","Cynthia Voltz","Corporate","US-2017-144057","2017-05-09 00:00:00","Austin","Texas","United States","Central","78745","Standard Class","2017-05-13 00:00:00","9254","4","0.8","-132","-2.7","49","614","Euro Pro Shark Stick Mini Vacuum","Office Supplies","Appliances","Euro Pro"
"525","Michael Granlund","Home Office","CA-2018-136672","2018-03-07 00:00:00","Clinton","Maryland","United States","East","20735","Standard Class","2018-03-12 00:00:00","7079","3","0","5","0.1","49","1003","Logitech Desktop MK120 Mouse and keyboard Combo","Technology","Accessories","Logitech"
"716","Steven Ward","Corporate","CA-2017-137050","2017-07-14 00:00:00","New York City","New York","United States","East","10009","Second Class","2017-07-18 00:00:00","4582","4","0.2","22","0.04","579","1188","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine","Furniture","Bookcases","O'Sullivan"
"476","Logan Haushalter","Consumer","CA-2015-113320","2015-12-12 00:00:00","Oakland","California","United States","West","94601","Second Class","2015-12-15 00:00:00","348","3","0","4","0.48","9","1036","Longer-Life Soft White Bulbs","Furniture","Furnishings","Other"
"539","Mick Crebagga","Consumer","CA-2018-152807","2018-10-30 00:00:00","Philadelphia","Pennsylvania","United States","East","19140","Standard Class","2018-11-03 00:00:00","7689","2","0.2","-3","-0.23","11","588","Eldon Shelf Savers Cubes and Bins","Office Supplies","Storage","Eldon"
"580","Odella Nelson","Corporate","CA-2015-154095","2015-12-02 00:00:00","Clinton","Maryland","United States","East","20735","Standard Class","2015-12-07 00:00:00","1306","3","0","73","0.5","147","1738","Xerox 1942","Office Supplies","Paper","Xerox"
"583","Pamela Stobb","Consumer","CA-2018-156237","2018-09-14 00:00:00","Philadelphia","Pennsylvania","United States","East","19140","First Class","2018-09-15 00:00:00","7797","8","0.2","5","0.04","128","1564","Tensor Track Tree Floor Lamp","Furniture","Furnishings","Tensor"
"484","Marc Crier","Consumer","CA-2015-107818","2015-09-08 00:00:00","Pasco","Washington","United States","West","99301","Standard Class","2015-09-14 00:00:00","223","2","0","3","0.45","6","1304","Prang Colored Pencils","Office Supplies","Art","Prang"
"419","Karen Seio","Corporate","CA-2018-155824","2018-03-10 00:00:00","Raleigh","North Carolina","United States","South","27604","Standard Class","2018-03-15 00:00:00","7781","1","0.2","4","0.08","49","614","Euro Pro Shark Stick Mini Vacuum","Office Supplies","Appliances","Euro Pro"
"749","Tim Brockman","Consumer","CA-2017-162614","2017-10-07 00:00:00","Los Angeles","California","United States","West","90049","Standard Class","2017-10-13 00:00:00","5365","2","0.2","9","0.33","27","708","GBC Recycled VeloBinder Covers","Office Supplies","Binders","GBC"
"670","Sandra Flanagan","Consumer","CA-2015-113383","2015-09-10 00:00:00","Clifton","New Jersey","United States","East","7011","First Class","2015-09-13 00:00:00","353","4","0","22","0.27","82","950","Kensington 6 Outlet Guardian Standard Surge Protector","Office Supplies","Appliances","Kensington"
"714","Steven Cartwright","Consumer","CA-2015-135657","2015-06-03 00:00:00","Seattle","Washington","United States","West","98115","Second Class","2015-06-07 00:00:00","913","6","0","113","0.22","516","964","KI Adjustable-Height Table","Furniture","Tables","KI"
"236","Dorothy Badders","Corporate","CA-2018-115882","2018-09-14 00:00:00","Raleigh","North Carolina","United States","South","27604","First Class","2018-09-17 00:00:00","6198","4","0.2","94","0.1","943","18","3.6 Cubic Foot Counter Height Office Refrigerator","Office Supplies","Appliances","Other"
"295","Gary McGarr","Consumer","CA-2017-161025","2017-12-03 00:00:00","Los Angeles","California","United States","West","90049","Standard Class","2017-12-09 00:00:00","5310","4","0","108","0.14","773","658","Fellowes Staxonsteel Drawer Files","Office Supplies","Storage","Fellowes"
"164","Cindy Chapman","Consumer","CA-2017-158260","2017-11-04 00:00:00","San Diego","California","United States","West","92037","Standard Class","2017-11-08 00:00:00","5214","2","0.2","77","0.11","686","1222","Okidata B400 Printer","Technology","Machines","Okidata"
"301","George Bell","Corporate","CA-2016-167745","2016-09-18 00:00:00","Los Angeles","California","United States","West","90049","Standard Class","2016-09-23 00:00:00","3421","2","0","5","0.3","17","598","Elite 5"" Scissors","Office Supplies","Supplies","Other"
"748","Tiffany House","Corporate","CA-2018-132682","2018-06-08 00:00:00","Dallas","Texas","United States","Central","75081","Second Class","2018-06-10 00:00:00","6914","3","0.2","2","0.09","24","88","Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies","Supplies","Acme"
"71","Barry Weirich","Consumer","CA-2016-119634","2016-08-11 00:00:00","Raleigh","North Carolina","United States","South","27604","Standard Class","2016-08-16 00:00:00","2198","3","0.2","12","0.26","46","620","Executive Impressions 13"" Clairmont Wall Clock","Furniture","Furnishings","Executive Impressions"
"552","Muhammed Yedwab","Corporate","US-2017-132423","2017-04-15 00:00:00","Grapevine","Texas","United States","Central","76051","Standard Class","2017-04-19 00:00:00","9183","7","0.2","6","0.18","33","526","Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color","Office Supplies","Art","Dixon"
"260","Emily Phan","Consumer","CA-2018-111815","2018-03-03 00:00:00","Dearborn Heights","Michigan","United States","Central","48127","Standard Class","2018-03-10 00:00:00","6081","2","0","43","0.43","100","1032","Logitech Wireless Marathon Mouse M705","Technology","Accessories","Logitech"
"317","Hallie Redmond","Home Office","CA-2018-113278","2018-01-14 00:00:00","Richmond","Indiana","United States","Central","47374","Standard Class","2018-01-20 00:00:00","6130","4","0","1","0.02","68","147","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","Other"
"594","Paul Lucas","Home Office","CA-2018-165757","2018-06-22 00:00:00","Philadelphia","Pennsylvania","United States","East","19140","Standard Class","2018-06-28 00:00:00","8157","3","0.7","-8","-0.73","10","697","GBC Plasticlear Binding Covers","Office Supplies","Binders","GBC"
"332","Herbert Flentye","Consumer","CA-2017-164784","2017-05-01 00:00:00","Memphis","Tennessee","United States","South","38109","First Class","2017-05-04 00:00:00","5434","3","0.4","-142","-0.38","371","311","Bevis 44 x 96 Conference Tables","Furniture","Tables","Bevis"
"427","Katrina Edelman","Corporate","US-2016-166520","2016-07-16 00:00:00","New York City","New York","United States","East","10035","First Class","2016-07-19 00:00:00","8949","10","0","192","0.32","600","958","Kensington Orbit Wireless Mobile Trackball for PC and Mac","Technology","Accessories","Kensington"
"230","Dianna Vittorini","Consumer","CA-2016-146486","2016-11-09 00:00:00","Oceanside","New York","United States","East","11572","Second Class","2016-11-14 00:00:00","2941","2","0","6","0.43","14","125","AmazonBasics 3-Button USB Wired Mouse","Technology","Accessories","Other"
"428","Katrina Willman","Consumer","CA-2018-144904","2018-09-25 00:00:00","New York City","New York","United States","East","10009","Standard Class","2018-10-01 00:00:00","7407","2","0","1","0.26","6","1149","Newell 333","Office Supplies","Art","Newell"
"204","Dave Hallsten","Corporate","CA-2016-159534","2016-03-20 00:00:00","New York City","New York","United States","East","10035","First Class","2016-03-23 00:00:00","3243","8","0.2","354","0.33","1088","649","Fellowes PB200 Plastic Comb Binding Machine","Office Supplies","Binders","Fellowes"
"366","Jeremy Lonsdale","Consumer","CA-2015-162362","2015-11-14 00:00:00","Midland","Michigan","United States","Central","48640","Standard Class","2015-11-18 00:00:00","1469","4","0","6","0.49","12","237","Avery Durable Binders","Office Supplies","Binders","Avery"
"492","Marina Lichtenstein","Corporate","CA-2015-121762","2015-02-14 00:00:00","Seattle","Washington","United States","West","98103","Standard Class","2015-02-18 00:00:00","547","3","0","86","0.36","240","1011","Logitech G600 MMO Gaming Mouse","Technology","Accessories","Logitech"
"245","Duane Noonan","Consumer","CA-2018-136882","2018-05-27 00:00:00","Tulsa","Oklahoma","United States","Central","74133","Standard Class","2018-06-03 00:00:00","7082","5","0","138","0.29","477","594","Electrix Architect's Clamp-On Swing Arm Lamp, Black","Furniture","Furnishings","Electrix"
"744","Thomas Boland","Corporate","CA-2017-124254","2017-04-12 00:00:00","Wilson","North Carolina","United States","South","27893","Standard Class","2017-04-17 00:00:00","4180","3","0.2","3","0.34","10","1569","TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad","Office Supplies","Paper","TOPS"
"341","Jack Lebron","Consumer","CA-2018-150910","2018-12-22 00:00:00","Jackson","Tennessee","United States","South","38301","Standard Class","2018-12-28 00:00:00","7609","5","0.2","16","0.28","59","813","Holmes Replacement Filter for HEPA Air Cleaner, Large Room","Office Supplies","Appliances","Holmes"
"640","Rob Lucas","Consumer","CA-2016-126557","2016-07-12 00:00:00","Chicago","Illinois","United States","Central","60610","Second Class","2016-07-17 00:00:00","2396","7","0.2","54","0.1","538","1611","Vtech CS6719","Technology","Phones","Other"
"253","Eleni McCrary","Corporate","CA-2016-113404","2016-07-16 00:00:00","San Francisco","California","United States","West","94122","Same Day","2016-07-16 00:00:00","2067","6","0.2","-219","-0.16","1349","818","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs","Furniture","Chairs","Hon"
"193","Daniel Byrd","Home Office","CA-2017-101672","2017-10-03 00:00:00","Lake Forest","California","United States","West","92630","Standard Class","2017-10-07 00:00:00","3526","2","0","46","0.47","98","1682","Xerox 1891","Office Supplies","Paper","Xerox"
"293","Gary Hansen","Home Office","US-2018-131849","2018-06-06 00:00:00","San Francisco","California","United States","West","94122","Standard Class","2018-06-10 00:00:00","9708","1","0","2","0.44","5","551","Eldon 300 Class Desk Accessories, Black","Furniture","Furnishings","Eldon"
"436","Kelly Lampkin","Corporate","CA-2017-160395","2017-12-31 00:00:00","Reno","Nevada","United States","West","89502","Standard Class","2018-01-06 00:00:00","5292","2","0","2","0.45","4","474","Crayola Anti Dust Chalk, 12/Pack","Office Supplies","Art","Crayola"
"123","Cari Schnelling","Consumer","US-2015-121566","2015-06-30 00:00:00","New York City","New York","United States","East","10011","Standard Class","2015-07-06 00:00:00","8417","3","0","3","0.44","7","1421","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow","Office Supplies","Art","Sanford"
"380","Joe Elijah","Consumer","CA-2017-105081","2017-12-25 00:00:00","Seattle","Washington","United States","West","98115","Standard Class","2017-12-30 00:00:00","3603","5","0","629","0.36","1747","1387","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","Furniture","Tables","SAFCO"
"457","Lena Cacioppo","Consumer","CA-2018-118017","2018-12-03 00:00:00","Thornton","Colorado","United States","West","80229","Second Class","2018-12-06 00:00:00","6312","3","0.2","7","0.3","23","1505","Staple-based wall hangings","Furniture","Furnishings","Staple-based wall hangings"
"26","Allen Goldenen","Consumer","CA-2017-109820","2017-11-20 00:00:00","Cincinnati","Ohio","United States","East","45231","First Class","2017-11-22 00:00:00","3748","2","0.7","-2","-0.73","3","35","Acco 3-Hole Punch","Office Supplies","Binders","Acco"
"666","Sally Matthias","Consumer","US-2017-111563","2017-11-04 00:00:00","Houston","Texas","United States","Central","77041","Standard Class","2017-11-08 00:00:00","9040","3","0.6","-6","-0.5","11","496","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","Furniture","Furnishings","DAX"
"581","Olvera Toch","Consumer","CA-2017-107783","2017-07-28 00:00:00","Bethlehem","Pennsylvania","United States","East","18018","First Class","2017-07-29 00:00:00","3684","3","0.2","1","0.08","9","862","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","Office Supplies","Appliances","Hoover"
"684","Scott Williamson","Consumer","CA-2018-137022","2018-11-16 00:00:00","San Diego","California","United States","West","92105","Standard Class","2018-11-22 00:00:00","7084","8","0","24","0.03","811","1557","Tennsco Regal Shelving Units","Office Supplies","Storage","Tennsco"
"250","Edward Hooks","Corporate","US-2018-111423","2018-08-17 00:00:00","Watertown","New York","United States","East","13601","First Class","2018-08-19 00:00:00","9550","5","0.2","302","0.34","896","686","GBC DocuBind TL200 Manual Binding Machine","Office Supplies","Binders","GBC"
"97","Brad Eason","Home Office","CA-2016-115924","2016-09-14 00:00:00","Des Moines","Iowa","United States","Central","50315","Second Class","2016-09-18 00:00:00","2118","5","0","13","0.49","26","1645","Wilson Jones Impact Binders","Office Supplies","Binders","Wilson Jones"
"369","Jesus Ocampo","Home Office","CA-2018-144568","2018-05-29 00:00:00","Omaha","Nebraska","United States","Central","68104","Standard Class","2018-06-02 00:00:00","7387","5","0","1","0.05","24","1289","Plymouth Boxed Rubber Bands by Plymouth","Office Supplies","Fasteners","Other"
"260","Emily Phan","Consumer","US-2017-131611","2017-11-05 00:00:00","Houston","Texas","United States","Central","77036","Standard Class","2017-11-09 00:00:00","9177","8","0.3","-160","-0.19","863","974","Laminate Occasional Tables","Furniture","Tables","Other"
"328","Helen Wasserman","Corporate","CA-2018-121027","2018-08-18 00:00:00","Seattle","Washington","United States","West","98105","Standard Class","2018-08-22 00:00:00","6413","2","0","371","0.44","844","1283","Plantronics Savi W720 Multi-Device Wireless Headset System","Technology","Accessories","Plantronics"
"207","David Bremer","Corporate","CA-2018-160514","2018-11-12 00:00:00","Santa Clara","California","United States","West","95051","Standard Class","2018-11-16 00:00:00","7949","2","0","5","0.45","11","1839","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Office Supplies","Paper","Xerox"
"770","Tracy Zic","Consumer","CA-2018-101665","2018-11-25 00:00:00","San Francisco","California","United States","West","94122","Standard Class","2018-12-01 00:00:00","5677","2","0","1","0.26","5","521","DIXON Oriole Pencils","Office Supplies","Art","Dixon"
"601","Pauline Webber","Corporate","CA-2017-140438","2017-12-24 00:00:00","New York City","New York","United States","East","10009","Second Class","2017-12-27 00:00:00","4675","3","0","53","0.27","198","1402","Samsung Rugby III","Technology","Phones","Samsung"
"302","George Zrebassa","Corporate","US-2018-167318","2018-07-26 00:00:00","Los Angeles","California","United States","West","90036","Standard Class","2018-08-01 00:00:00","9975","3","0.2","45","0.13","362","737","Global Airflow Leather Mesh Back Chair, Black","Furniture","Chairs","Global"
"704","Sonia Cooley","Consumer","CA-2016-162761","2016-10-09 00:00:00","Miami","Florida","United States","South","33178","Standard Class","2016-10-13 00:00:00","3311","8","0.2","7","0.2","37","255","Avery Hi-Liter Smear-Safe Highlighters","Office Supplies","Art","Avery"
"408","Julie Prescott","Home Office","CA-2018-150525","2018-02-20 00:00:00","Muskogee","Oklahoma","United States","Central","74403","Standard Class","2018-02-25 00:00:00","7600","3","0","3","0.26","13","519","Disposable Triple-Filter Dust Bags","Office Supplies","Appliances","Other"
"733","Tamara Manning","Consumer","CA-2015-154669","2015-08-08 00:00:00","Vacaville","California","United States","West","95687","Second Class","2015-08-11 00:00:00","1322","11","0","110","0.26","423","112","Advantus Rolling Drawer Organizers","Office Supplies","Storage","Advantus"
"491","Maribeth Yedwab","Corporate","US-2017-105578","2017-05-30 00:00:00","Parker","Colorado","United States","West","80134","Standard Class","2017-06-04 00:00:00","8993","2","0.7","-15","-0.67","23","1609","Vinyl Sectional Post Binders","Office Supplies","Binders","Other"
"607","Peter Fuller","Consumer","US-2016-126977","2016-09-17 00:00:00","New York City","New York","United States","East","10035","Standard Class","2016-09-23 00:00:00","8743","4","0","27","0.29","95","581","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","Eldon"
"110","Brian Moss","Corporate","CA-2018-121678","2018-11-16 00:00:00","Elyria","Ohio","United States","East","44035","Second Class","2018-11-20 00:00:00","6476","1","0.7","-1","-0.77","2","1318","Prestige Round Ring Binders","Office Supplies","Binders","Other"
"184","Cynthia Arntzen","Consumer","CA-2015-140858","2015-06-28 00:00:00","Philadelphia","Pennsylvania","United States","East","19140","Standard Class","2015-07-02 00:00:00","1026","3","0.7","-2","-0.77","3","1443","Self-Adhesive Ring Binder Labels","Office Supplies","Binders","Other"
"457","Lena Cacioppo","Consumer","CA-2017-110898","2017-03-06 00:00:00","Chicago","Illinois","United States","Central","60623","Standard Class","2017-03-12 00:00:00","3784","3","0.8","-6","-2.7","2","460","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","Office Supplies","Appliances","Other"
"454","Laurel Workman","Corporate","CA-2015-164721","2015-11-25 00:00:00","Brentwood","California","United States","West","94513","Second Class","2015-11-27 00:00:00","1533","6","0","93","0.29","321","297","Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies","Appliances","Belkin"
"110","Brian Moss","Corporate","CA-2015-125514","2015-09-21 00:00:00","Omaha","Nebraska","United States","Central","68104","First Class","2015-09-22 00:00:00","638","3","0","11","0.3","36","39","Acco 6 Outlet Guardian Standard Surge Suppressor","Office Supplies","Appliances","Acco"
"766","Tracy Blumstein","Consumer","CA-2015-124394","2015-10-17 00:00:00","Beaumont","Texas","United States","Central","77705","Second Class","2015-10-22 00:00:00","595","3","0.2","-18","-0.15","120","421","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other"
"728","Susan Vittorini","Consumer","CA-2018-122798","2018-12-28 00:00:00","Albuquerque","New Mexico","United States","West","87105","Standard Class","2019-01-01 00:00:00","6547","5","0","34","0.29","118","581","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","Eldon"
"614","Phillip Flathmann","Consumer","CA-2018-110380","2018-09-02 00:00:00","San Francisco","California","United States","West","94122","Standard Class","2018-09-07 00:00:00","6023","3","0","2","0.27","7","1259","Pencil and Crayon Sharpener","Office Supplies","Art","Other"
"648","Roland Fjeld","Consumer","US-2018-130953","2018-07-29 00:00:00","Oklahoma City","Oklahoma","United States","Central","73120","Standard Class","2018-08-03 00:00:00","9706","3","0","134","0.29","462","1176","Nortel Meridian M3904 Professional Digital phone","Technology","Phones","Nortel"
"618","Ralph Arnett","Consumer","CA-2016-111780","2016-12-25 00:00:00","San Diego","California","United States","West","92037","Second Class","2016-12-30 00:00:00","2002","3","0","8","0.45","18","780","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","Office Supplies","Paper","Other"
"7","Adrian Barton","Consumer","CA-2018-153822","2018-09-19 00:00:00","Phoenix","Arizona","United States","West","85023","Standard Class","2018-09-25 00:00:00","7720","2","0.2","29","0.06","472","1298","Polycom VoiceStation 500 Conference phone","Technology","Phones","Polycom"
"172","Clytie Kelty","Consumer","US-2017-167472","2017-06-06 00:00:00","Little Rock","Arkansas","United States","South","72209","First Class","2017-06-07 00:00:00","9406","3","0","31","0.48","64","1581","Trimflex Flexible Post Binders","Office Supplies","Binders","Other"
"153","Christine Abelman","Corporate","US-2017-116365","2017-01-03 00:00:00","San Antonio","Texas","United States","Central","78207","Standard Class","2017-01-08 00:00:00","9087","2","0.2","-5","-0.18","30","920","Imation Clip USB flash drive - 8 GB","Technology","Accessories","Imation"
"530","Michael Paige","Corporate","US-2016-163433","2016-04-18 00:00:00","Mcallen","Texas","United States","Central","78501","Second Class","2016-04-22 00:00:00","8925","2","0.2","6","0.06","98","1039","Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5","Technology","Phones","Other"
"395","Joni Sundaresam","Home Office","US-2015-166310","2015-09-21 00:00:00","Garland","Texas","United States","Central","75043","First Class","2015-09-23 00:00:00","8631","2","0.6","-7","-0.88","9","482","Dana Swing-Arm Lamps","Furniture","Furnishings","Dana"
"103","Brenda Bowman","Corporate","US-2018-118941","2018-08-12 00:00:00","Columbia","Maryland","United States","East","21044","Same Day","2018-08-12 00:00:00","9612","3","0","5","0.3","18","1126","Newell 312","Office Supplies","Art","Newell"
"83","Benjamin Venier","Corporate","US-2017-168410","2017-02-21 00:00:00","Oceanside","New York","United States","East","11572","Standard Class","2017-02-26 00:00:00","9411","2","0","2","0.05","40","932","iOttie HLCRIO102 Car Mount","Technology","Phones","iOttie"
"732","Tamara Dahlen","Consumer","CA-2018-150959","2018-11-11 00:00:00","Garland","Texas","United States","Central","75043","First Class","2018-11-13 00:00:00","7613","4","0.8","-32","-1.75","18","513","Deluxe Heavy-Duty Vinyl Round Ring Binder","Office Supplies","Binders","Other"
"58","Art Ferguson","Consumer","CA-2017-146934","2017-05-22 00:00:00","Passaic","New Jersey","United States","East","7055","Standard Class","2017-05-27 00:00:00","4891","5","0","86","0.25","345","157","AT&T 841000 Phone","Technology","Phones","AT&T"
"33","Andrew Gjertsen","Corporate","CA-2016-111948","2016-11-11 00:00:00","Detroit","Michigan","United States","Central","48234","Same Day","2016-11-11 00:00:00","2008","2","0.1","47","0.38","124","815","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","Office Supplies","Appliances","Holmes"
"540","Mick Hernandez","Home Office","CA-2018-114055","2018-12-25 00:00:00","Huntsville","Alabama","United States","South","35810","Second Class","2018-12-29 00:00:00","6163","2","0","24","0.26","90","156","AT&T 17929 Lendline Telephone","Technology","Phones","AT&T"
"154","Christine Kargatis","Home Office","CA-2015-104472","2015-06-02 00:00:00","Orem","Utah","United States","West","84057","Standard Class","2015-06-07 00:00:00","147","3","0.2","19","0.33","60","712","GBC Standard Therm-A-Bind Covers","Office Supplies","Binders","GBC"
"433","Keith Herrera","Consumer","CA-2018-117457","2018-12-08 00:00:00","San Francisco","California","United States","West","94110","Standard Class","2018-12-12 00:00:00","6265","9","0","14","0.48","28","1442","Self-Adhesive Removable Labels","Office Supplies","Labels","Other"
"748","Tiffany House","Corporate","US-2018-118556","2018-05-28 00:00:00","Chicago","Illinois","United States","Central","60653","Second Class","2018-06-02 00:00:00","9610","3","0.3","-29","-0.27","107","769","Global Task Chair, Black","Furniture","Chairs","Global"
"331","Henry MacAllister","Consumer","CA-2017-106075","2017-09-18 00:00:00","New York City","New York","United States","East","10009","Standard Class","2017-09-23 00:00:00","3640","1","0.2","2","0.38","5","236","Avery Binding System Hidden Tab Executive Style Index Sets","Office Supplies","Binders","Avery"
"351","Jas O'Carroll","Consumer","CA-2018-118402","2018-09-29 00:00:00","Memphis","Tennessee","United States","South","38109","Standard Class","2018-10-04 00:00:00","6330","5","0.2","-55","-0.23","244","419","Carina Media Storage Towers in Natural & Black","Office Supplies","Storage","Carina"
"247","Ed Jacobs","Consumer","CA-2018-123085","2018-03-03 00:00:00","Los Angeles","California","United States","West","90008","Standard Class","2018-03-08 00:00:00","6564","8","0","441","0.42","1049","918","Imation Bio 2GB USB Flash Drive Imation Corp","Technology","Accessories","Imation"
"610","Philip Fox","Consumer","CA-2018-118437","2018-06-17 00:00:00","Olympia","Washington","United States","West","98502","Second Class","2018-06-21 00:00:00","6332","3","0","47","0.3","155","873","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","Furniture","Furnishings","Howard Miller"
"441","Ken Heidel","Corporate","CA-2016-109575","2016-09-18 00:00:00","Clinton","Maryland","United States","East","20735","Standard Class","2016-09-23 00:00:00","1928","7","0","328","0.26","1260","1299","Polycom VVX 310 VoIP phone","Technology","Phones","Polycom"
"164","Cindy Chapman","Consumer","CA-2018-100811","2018-11-21 00:00:00","Philadelphia","Pennsylvania","United States","East","19143","First Class","2018-11-24 00:00:00","5648","4","0.2","4","0.1","39","1339","Recycled Eldon Regeneration Jumbo File","Office Supplies","Storage","Other"
"118","Bryan Davis","Consumer","CA-2017-165918","2017-09-10 00:00:00","Edmonds","Washington","United States","West","98026","Standard Class","2017-09-14 00:00:00","5472","3","0.2","4","0.31","14","1519","Storex Dura Pro Binders","Office Supplies","Binders","Storex"
"207","David Bremer","Corporate","CA-2016-124653","2016-12-24 00:00:00","Rochester","New York","United States","East","14609","First Class","2016-12-26 00:00:00","2347","2","0","6","0.48","13","1764","Xerox 1967","Office Supplies","Paper","Xerox"
"690","Seth Vernon","Consumer","CA-2018-161200","2018-08-06 00:00:00","Lafayette","Louisiana","United States","South","70506","Second Class","2018-08-10 00:00:00","7987","3","0","23","0.16","146","1189","O'Sullivan 2-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","O'Sullivan"
"536","Michelle Moray","Consumer","CA-2015-110555","2015-04-11 00:00:00","Great Falls","Montana","United States","West","59405","Standard Class","2015-04-18 00:00:00","284","6","0","91","0.42","217","1084","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive","Technology","Accessories","Memorex"
"314","Guy Armstrong","Consumer","CA-2018-134194","2018-12-25 00:00:00","Dallas","Texas","United States","Central","75081","Standard Class","2019-01-01 00:00:00","6973","2","0.2","2","0.08","32","1156","Newell 34","Office Supplies","Art","Newell"
"741","Theone Pippenger","Consumer","CA-2017-109722","2017-12-05 00:00:00","Georgetown","Kentucky","United States","South","40324","Second Class","2017-12-07 00:00:00","3741","9","0","70","0.12","585","635","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","Office Supplies","Storage","Fellowes"
"392","Jonathan Doherty","Corporate","CA-2015-127866","2015-07-20 00:00:00","Riverside","California","United States","West","92503","First Class","2015-07-23 00:00:00","726","2","0","15","0.36","42","1063","Maxell 74 Minute CD-R Spindle, 50/Pack","Technology","Accessories","Maxell"
"713","Steve Nguyen","Home Office","CA-2016-117415","2016-12-27 00:00:00","Houston","Texas","United States","Central","77041","Standard Class","2016-12-31 00:00:00","2146","4","0.2","42","0.11","371","1280","Plantronics HL10 Handset Lifter","Technology","Phones","Plantronics"
"316","Guy Thornton","Consumer","CA-2018-104745","2018-05-29 00:00:00","Harlingen","Texas","United States","Central","78550","Standard Class","2018-06-04 00:00:00","5807","5","0.2","9","0.36","26","1725","Xerox 1930","Office Supplies","Paper","Xerox"
"765","Tony Sayre","Consumer","CA-2018-106747","2018-07-03 00:00:00","Concord","New Hampshire","United States","East","3301","First Class","2018-07-04 00:00:00","5887","1","0","27","0.26","102","1042","Luxo Professional Combination Clamp-On Lamps","Furniture","Furnishings","Luxo"
"258","Emily Ducich","Home Office","CA-2015-110352","2015-11-23 00:00:00","Houston","Texas","United States","Central","77036","Standard Class","2015-11-29 00:00:00","276","2","0.2","9","0.38","24","122","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other"
"672","Sanjit Chand","Consumer","CA-2017-126158","2017-07-25 00:00:00","Costa Mesa","California","United States","West","92627","Standard Class","2017-07-31 00:00:00","4243","8","0.2","40","0.34","120","449","Clear Mylar Reinforcing Strips","Office Supplies","Binders","Other"
"672","Sanjit Chand","Consumer","CA-2017-126158","2017-07-25 00:00:00","Costa Mesa","California","United States","West","92627","Standard Class","2017-07-31 00:00:00","4242","9","0","23","0.33","69","508","Deflect-O Glasstique Clear Desk Accessories","Furniture","Furnishings","Deflect-o"
"6","Adam Shillingsburg","Consumer","CA-2015-156160","2015-09-22 00:00:00","New York City","New York","United States","East","10035","Standard Class","2015-09-29 00:00:00","1346","4","0","6","0.44","13","253","Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink","Office Supplies","Art","Avery"
"268","Erin Ashbrook","Corporate","CA-2015-151162","2015-12-05 00:00:00","Columbus","Ohio","United States","East","43229","Standard Class","2015-12-09 00:00:00","1237","3","0.2","6","0.33","17","338","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","Office Supplies","Paper","Other"
"134","Cassandra Brandow","Consumer","CA-2015-140004","2015-03-21 00:00:00","Hamilton","Ohio","United States","East","45011","Standard Class","2015-03-25 00:00:00","1002","2","0.2","1","0.16","7","329","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","Office Supplies","Art","Binney & Smith"
